index,l1_loss,gp_r,gp_h,loss1,loss2,loss3,z_e_l2,z_r_l2,w_dist
0,8.26987075805664,12428.0361328125,12306.6298828125,19.879520416259766,0.009650669991970062,24735.015625,1.059295415878296,10.550354957580566,23.090290069580078
1,6.576595306396484,2768.32275390625,2248.80908203125,57.92882537841797,-0.766266405582428,5017.68505859375,30.433347702026367,20.91888427734375,46.91484451293945
2,5.996110916137695,919.8251342773438,823.6546630859375,40.789894104003906,-0.6025777459144592,1744.075927734375,18.286376953125,16.50740623474121,34.444740295410156
3,6.733388423919678,457.94287109375,583.1669921875,33.39384460449219,-0.05247470736503601,1041.1689453125,9.75334644317627,16.907108306884766,24.061132431030273
4,5.764954090118408,189.98074340820312,234.87013244628906,33.366172790527344,0.06014451012015343,425.0339050292969,8.890192985534668,18.71102523803711,24.902090072631836
5,4.304295539855957,472.593017578125,17.44846534729004,25.76260757446289,-0.008236113935709,490.22210693359375,9.188013076782227,12.270299911499023,25.140941619873047
6,3.8071000576019287,300.8520202636719,42.00149917602539,18.328536987304688,0.09499870985746384,342.95428466796875,3.2221755981445312,11.299262046813965,22.6774845123291
7,3.651104211807251,190.15872192382812,355.62103271484375,17.105443954467773,-0.0073562017641961575,545.8601684570312,2.3788275718688965,11.075511932373047,22.21918296813965
8,2.6227316856384277,235.70046997070312,189.68746948242188,15.456488609313965,-0.12434427440166473,425.3717956542969,2.0552046298980713,10.778552055358887,22.858243942260742
9,2.2583870887756348,222.58912658691406,185.62904357910156,14.395254135131836,-0.2983200252056122,408.20849609375,1.5629758834838867,10.573891639709473,25.683305740356445
10,2.4579248428344727,220.9607696533203,592.7486572265625,15.92960262298584,-0.2739635407924652,813.5542602539062,2.828998565673828,10.642679214477539,23.7633113861084
11,1.8352473974227905,187.8235626220703,266.8088684082031,17.489166259765625,-0.09262585639953613,454.4197692871094,3.6326205730438232,12.021299362182617,25.01426887512207
12,1.8266338109970093,349.1761474609375,297.0316162109375,14.550643920898438,-0.09981603920459747,646.136474609375,1.973258137702942,10.750752449035645,24.031661987304688
13,1.6070665121078491,398.8525390625,200.8745574951172,12.878532409667969,-0.05869174748659134,599.6619262695312,0.9474002122879028,10.324066162109375,25.528820037841797
14,2.1565558910369873,374.77545166015625,568.59912109375,14.355894088745117,-0.10198500752449036,943.225341796875,1.471982479095459,10.72735595703125,25.750293731689453
15,1.380293846130371,323.2612609863281,228.30270385742188,13.699784278869629,-0.10865218192338943,551.3055419921875,1.6442201137542725,10.675270080566406,23.83732032775879
16,1.2175109386444092,338.775390625,223.45404052734375,13.790584564208984,-0.2756209373474121,562.1046142578125,1.877781629562378,10.695291519165039,24.251338958740234
17,1.3033225536346436,278.2461853027344,224.52513122558594,12.819940567016602,-0.2382824867963791,502.764404296875,0.8671423196792603,10.649476051330566,25.24934959411621
18,1.1897457838058472,303.75830078125,416.9421691894531,12.573375701904297,-0.12702631950378418,720.450927734375,1.0176812410354614,10.365948677062988,27.50147247314453
19,1.2262895107269287,481.2010192871094,156.27931213378906,14.428407669067383,-0.1731402426958084,637.25927734375,2.6134731769561768,10.588644981384277,23.63620376586914
20,1.1067456007003784,278.0456237792969,222.03048706054688,14.394493103027344,-0.21409139037132263,499.9356689453125,2.3553249835968018,10.932422637939453,23.690458297729492
21,0.9310764074325562,432.43218994140625,232.97842407226562,11.953679084777832,-0.20317813754081726,665.2568359375,0.7733745574951172,10.249228477478027,26.750988006591797
22,1.0266220569610596,372.2589416503906,337.5281982421875,12.536483764648438,-0.2687876522541046,709.58544921875,0.9878743290901184,10.521987915039062,26.905559539794922
23,1.0862377882003784,335.8440856933594,275.17138671875,13.144180297851562,-0.2666042745113373,610.858642578125,1.0764740705490112,10.981468200683594,27.069114685058594
24,0.9421747922897339,600.2369384765625,304.27239990234375,12.054035186767578,-0.19119229912757874,904.2408447265625,0.6501975059509277,10.461663246154785,27.806846618652344
25,0.8506984114646912,591.7191772460938,440.5397033691406,11.59151554107666,-0.27449318766593933,1032.05712890625,0.4794033169746399,10.26141357421875,28.19564437866211
26,0.9478182792663574,565.8026123046875,421.91650390625,11.409492492675781,-0.19480092823505402,987.4622192382812,0.5004843473434448,9.961190223693848,26.94491958618164
27,0.8850199580192566,534.4949951171875,347.24945068359375,11.698742866516113,-0.2392040640115738,881.5223999023438,0.43590492010116577,10.37781810760498,29.244916915893555
28,0.9225142598152161,562.537353515625,443.9982604980469,11.27204418182373,-0.2524704337120056,1006.1951904296875,0.36097007989883423,9.98855972290039,29.11627197265625
29,0.8589693307876587,589.9096069335938,373.32257080078125,11.570773124694824,-0.28628477454185486,962.89208984375,0.45347148180007935,10.258332252502441,31.151588439941406
30,0.7956362962722778,483.6077880859375,296.3602294921875,11.174559593200684,-0.3363335132598877,779.66162109375,0.43090319633483887,9.948019981384277,29.6707763671875
31,0.8814409375190735,560.134765625,387.5426025390625,11.20086669921875,-0.3627566397190094,947.4293212890625,0.26007723808288574,10.059349060058594,31.159774780273438
32,0.8708069324493408,613.3187255859375,390.5147705078125,11.395182609558105,-0.2836243510246277,1003.5901489257812,0.23536594212055206,10.289010047912598,32.336978912353516
33,0.7614148855209351,671.349365234375,405.91851806640625,11.212308883666992,-0.3591023087501526,1076.938232421875,0.26463988423347473,10.186254501342773,32.115718841552734
34,0.7201671600341797,1187.971923828125,720.8441162109375,11.262990951538086,-0.27593159675598145,1908.3294677734375,0.1943245381116867,10.348499298095703,32.73973083496094
35,0.6803884506225586,921.5172119140625,965.967529296875,11.104843139648438,-0.3024357855319977,1887.0977783203125,0.1686745285987854,10.255780220031738,33.09193420410156
36,0.7764691114425659,1254.619384765625,1019.3057250976562,11.258830070495605,-0.35663262009620667,2273.626708984375,0.13967351615428925,10.342687606811523,35.32665252685547
37,0.7200095653533936,1547.19091796875,948.2098388671875,11.083772659301758,-0.3021802604198456,2495.1220703125,0.1482943594455719,10.215468406677246,32.49390411376953
38,0.6036772727966309,1656.091552734375,1180.739013671875,10.651680946350098,-0.3689044117927551,2836.4306640625,0.13216736912727356,9.915836334228516,33.008785247802734
39,0.7261539101600647,1195.0938720703125,1098.1373291015625,11.045010566711426,-0.2972427308559418,2292.903564453125,0.14788061380386353,10.170975685119629,32.680931091308594
40,0.7199074029922485,1449.2718505859375,859.2386474609375,11.105428695678711,-0.33240172266960144,2308.10546875,0.060121871531009674,10.325399398803711,35.10336685180664
41,0.6754271984100342,1474.180419921875,975.9759521484375,10.656720161437988,-0.3807610273361206,2449.75830078125,0.06926581263542175,9.912027359008789,34.399959564208984
42,0.6377650499343872,1405.9068603515625,1091.0311279296875,10.75163745880127,-0.47998231649398804,2496.51416015625,0.0879242941737175,10.025948524475098,36.60247039794922
43,0.6289491653442383,1837.50341796875,1242.45458984375,10.616805076599121,-0.4264489412307739,3079.4794921875,0.048322707414627075,9.939533233642578,37.015098571777344
44,0.6412954330444336,1685.365478515625,1311.62109375,10.879581451416016,-0.37440723180770874,2996.5498046875,0.13250070810317993,10.105785369873047,36.58147430419922
45,0.6791765093803406,2053.16357421875,1350.6602783203125,10.718822479248047,-0.3739461898803711,3403.39306640625,0.1497587263584137,9.889886856079102,34.363433837890625
46,0.6902281045913696,1733.3465576171875,1321.412353515625,10.855388641357422,-0.5217441320419312,3054.4306640625,0.10066249966621399,10.064497947692871,36.748382568359375
47,0.6488490104675293,2043.345703125,1494.0184326171875,10.351920127868652,-0.41300851106643677,3537.07080078125,0.07659324258565903,9.62647819519043,33.461334228515625
48,0.6671757698059082,1670.1373291015625,1370.195068359375,10.447566986083984,-0.456834077835083,3039.9140625,0.05429165065288544,9.726099967956543,35.174129486083984
49,0.605585515499115,2348.107666015625,1858.75634765625,10.934836387634277,-0.5645643472671509,4206.29248046875,0.13976159691810608,10.189489364624023,39.22689437866211
50,0.6739794015884399,1997.9571533203125,1809.1754150390625,10.40781307220459,-0.45595887303352356,3806.47802734375,0.055516794323921204,9.678317070007324,38.462188720703125
51,0.6333749890327454,2275.12353515625,2149.32177734375,10.635466575622559,-0.5546677112579346,4423.9619140625,0.11998125165700912,9.882110595703125,39.53556442260742
52,0.6369366645812988,2583.82373046875,1833.52392578125,10.747215270996094,-0.5128002762794495,4417.0390625,0.2259751260280609,9.884303092956543,37.595733642578125
53,0.6550973653793335,2214.88818359375,1723.181396484375,10.67527961730957,-0.33127719163894653,3937.5791015625,0.1313035786151886,9.88887882232666,34.9249153137207
54,0.6040917634963989,2132.988037109375,1651.2554931640625,11.156143188476562,-0.5782322883605957,3783.77099609375,0.19535759091377258,10.356694221496582,39.13038635253906
55,0.655040979385376,2414.32666015625,1871.369384765625,10.858627319335938,-0.3721216917037964,4285.107421875,0.12414610385894775,10.079440116882324,36.76686096191406
56,0.6347709894180298,2792.905029296875,1729.600830078125,10.853106498718262,-0.5049736499786377,4521.9716796875,0.09070172160863876,10.127634048461914,38.63849639892578
57,0.6291778087615967,2588.337890625,1650.935302734375,10.750118255615234,-0.5094462037086487,4238.8037109375,0.2071709781885147,9.913769721984863,36.26940155029297
58,0.6414860486984253,2533.346923828125,1868.509521484375,10.557857513427734,-0.5312386155128479,4401.6103515625,0.09205523878335953,9.824316024780273,36.37309265136719
59,0.635063111782074,2759.95068359375,2109.77294921875,11.04351806640625,-0.48746296763420105,4869.33837890625,0.06838934868574142,10.340065956115723,37.292564392089844
60,0.6166772842407227,2136.66162109375,1878.515625,10.716964721679688,-0.33595579862594604,4014.620361328125,0.08413278311491013,10.016154289245605,34.58196258544922
61,0.6465413570404053,3023.40185546875,2069.1796875,10.773883819580078,-0.5031988620758057,5091.880859375,0.11525224894285202,10.012090682983398,38.652217864990234
62,0.6175942420959473,3418.9228515625,2388.587158203125,11.131943702697754,-0.5856724381446838,5806.8564453125,0.0752469077706337,10.439102172851562,43.8410758972168
63,0.5976594090461731,3245.772705078125,2740.2763671875,10.656187057495117,-0.6940860152244568,5985.57177734375,0.07600195705890656,9.982525825500488,43.84286880493164
64,0.6161905527114868,2945.333251953125,2430.39013671875,10.888713836669922,-0.5486171841621399,5375.1796875,0.078026182949543,10.194497108459473,39.894927978515625
65,0.5717677474021912,2737.638671875,2210.513427734375,10.766783714294434,-0.6246393918991089,4947.5634765625,0.08013471215963364,10.11488151550293,41.744239807128906
66,0.5934276580810547,2671.525390625,2648.12060546875,10.79198169708252,-0.5674142837524414,5318.90869140625,0.07478557527065277,10.12376880645752,41.92618179321289
67,0.5743622779846191,3664.0380859375,2546.433837890625,10.600872039794922,-0.6164278388023376,6209.7314453125,0.05314455181360245,9.97336483001709,43.8701171875
68,0.6197558045387268,3212.59814453125,2637.457275390625,10.813688278198242,-0.6491133570671082,5849.5654296875,0.1892581284046173,10.004673957824707,42.73680114746094
69,0.5810656547546387,3788.590087890625,2713.62548828125,10.79948616027832,-0.6765613555908203,6501.5126953125,0.1362178474664688,10.082202911376953,42.73972702026367
70,0.6341893076896667,3329.32861328125,3148.508544921875,10.654529571533203,-0.6689658164978027,6477.171875,0.08487501740455627,9.935464859008789,43.871002197265625
71,0.5861978530883789,5246.75048828125,3477.021728515625,10.792305946350098,-0.6791009902954102,8723.0361328125,0.052072249352931976,10.154035568237305,46.731990814208984
