index,ssim
1000,
2000,0.81003338098526
3000,0.8232089281082153
4000,0.884373128414154
5000,0.8862753510475159
6000,0.8810915350914001
7000,0.8996505141258241
8000,0.887857973575592
9000,0.8880896568298341
10000,0.8755821585655212
11000,0.8698487281799316
12000,0.8714457750320435
13000,0.8676322698593141
14000,0.8724009394645691
15000,0.8807036876678467
16000,0.8653128743171692
17000,0.8578504323959351
18000,0.8488777279853821
19000,0.8645399808883667
20000,0.8716763257980347
21000,0.8679930567741394
22000,0.8731417059898376
23000,0.8512381911277771
24000,0.8713244199752808
25000,0.8750648498535156
26000,0.8673371672630309
27000,0.8651666641235352
28000,0.8600852489471436
29000,0.8597786426544191
30000,0.8583428859710693
31000,0.860134482383728
32000,0.8550012111663818
33000,0.8565744757652283
34000,0.8613216876983643
35000,0.8487557768821716
36000,0.8653246164321899
37000,0.8595595955848694
38000,0.8552499413490295
39000,0.8523873686790466
40000,0.8520531058311462
41000,0.8396010398864746
42000,0.8397560119628906
43000,0.8487330079078674
44000,0.8519650101661682
45000,0.8435131907463074
46000,0.8476365804672241
47000,0.8512624502182007
48000,0.8524976968765259
49000,0.846172571182251
50000,0.8510861992835999
51000,0.8576667904853821
52000,0.8599968552589417
53000,0.8369428515434265
54000,0.8470655083656311
55000,0.855027437210083
56000,0.8538293242454529
57000,0.8507254719734192
58000,0.8508855700492859
59000,0.8163589835166931
60000,0.8338965177536011
61000,0.8381108045578003
62000,0.8578421473503113
63000,0.8581836223602295
64000,0.8326249718666077
65000,0.8520613312721252
66000,0.850031852722168
67000,0.8399338722229004
68000,0.8395329713821411
69000,0.8450635075569153
70000,0.8485191464424133
71000,0.8487840294837952
72000,0.8550935983657837
73000,0.8514209389686584
74000,0.8677103519439697
75000,0.8612372875213623
76000,0.8433298468589783
77000,0.8476118445396423
78000,0.8580377697944641
79000,0.8455203175544739
80000,0.8522806763648987
81000,0.8513273596763611
82000,0.8472889065742493
83000,0.8478473424911499
84000,0.8522561192512512
85000,0.8449439406394958
86000,0.8339253664016724
87000,0.843906581401825
88000,0.8585944771766663
89000,0.8442196846008301
90000,0.8593318462371826
91000,0.8733344674110413
92000,0.8577050566673279
93000,0.8477185368537903
94000,0.8386141061782837
95000,0.8309840559959412
96000,0.8508743643760681
97000,0.8441564440727234
98000,0.8516581058502197
99000,0.8431648015975952
100000,0.8483766913414001
101000,0.8450862169265747
102000,0.8365501761436462
103000,0.8397911190986633
104000,0.8389347791671753
105000,0.8510923981666565
106000,0.8517107367515564
107000,0.846416711807251
108000,0.8658732175827026
109000,0.8474593758583069
110000,0.8559722304344177
111000,0.865087628364563
112000,0.8544365167617798
113000,0.8441448211669922
114000,0.854543924331665
115000,0.8464147448539734
116000,0.8471132516860962
117000,0.8470124006271362
118000,0.8510680794715881
119000,0.8531330823898315
120000,0.8462533950805664
121000,0.8301709294319153
122000,0.8440829515457153
123000,0.8403159976005554
124000,0.8461366295814514
125000,0.8450222611427307
126000,0.8454102277755737
127000,0.8499071598052979
128000,0.8407917618751526
129000,0.8503078818321228
130000,0.8363475799560547
131000,0.8532773852348328
132000,0.8607804179191589
133000,0.8633850216865541
134000,0.844112753868103
135000,0.8443538546562195
136000,0.8324458003044128
137000,0.8488737940788269
138000,0.8520324826240541
139000,0.8508156538009644
140000,0.8372020721435547
141000,0.8375415802001953
142000,0.8216629028320312
143000,0.8395807147026062
144000,0.8531590104103088
145000,0.8300414085388184
146000,0.8283271193504333
147000,0.8496873378753662
148000,0.8540251851081848
149000,0.8531529307365417
150000,0.8502717614173889
151000,0.8636150360107422
152000,0.8564611077308655
153000,0.8372979164123535
154000,0.8467440605163574
155000,0.8521974682807922
156000,0.8341123461723328
157000,0.8399695158004761
158000,0.8160331845283508
159000,0.8282504677772522
160000,0.8422596454620361
161000,0.8488368988037109
162000,0.8530938029289246
163000,0.8579243421554565
164000,0.8291563391685486
165000,0.8337836265563965
166000,0.8246744871139526
167000,0.8462782502174377
168000,0.8600360751152039
169000,0.8458635807037354
170000,0.8487336039543152
171000,0.8426008820533752
172000,0.8377191424369812
173000,0.8438170552253723
174000,0.8459284901618958
175000,0.8628714084625244
176000,0.8433247208595276
177000,0.8467178940773009
178000,0.8547518253326416
179000,0.860355794429779
180000,0.8502430915832521
181000,0.8573685288429259
182000,0.8331512212753296
183000,0.8328750729560852
184000,0.849450409412384
185000,0.8520369529724121
186000,0.8466282486915588
187000,0.8420917391777039
188000,0.844171941280365
189000,0.8304869532585144
190000,0.8252770900726318
191000,0.8307189345359802
192000,0.8394368290901184
193000,0.8530886769294739
194000,0.847274899482727
195000,0.8345861434936523
196000,0.8507418632507324
197000,0.8474200963973999
198000,0.8563717007637024
199000,0.84390789270401
200000,0.8454887866973877
