index,mmd_score,std
1000,0.11065270975232123,0.0010173961502748816
5000,0.0627058494836092,0.0005708247951935803
10000,0.07210014909505844,0.0005417731571751156
15000,0.06771589368581772,0.0007222650835984916
20000,0.06225462146103384,0.0005418716493384012
25000,0.05919259376823902,0.0007979030455989406
30000,0.06367864534258842,0.0008251051594085067
35000,0.05902167409658433,0.0006537350825391639
40000,0.06242319606244564,0.0006421281937980853
45000,0.06092016994953155,0.0005896184173539703
50000,0.05727402344346046,0.00061630713203203
55000,0.057514799758791924,0.0008786767360193286
60000,0.06126812621951104,0.0005413228688962062
65000,0.05714419484138489,0.0005944079197389193
70000,0.06579793095588685,0.0008443331867585192
75000,0.06091439463198185,0.0009721842971249796
80000,0.05777251198887825,0.0011479084798343795
85000,0.05661056563258171,0.0010538222343171027
90000,0.05616496168076992,0.0007206325602141659
95000,0.05669694207608701,0.0006626217443884167
100000,0.0600859634578228,0.0008275660828516336
105000,0.05770479813218118,0.001011075668678759
110000,0.058885578811168675,0.0010871522349798963
115000,0.05851619988679886,0.000752158240550984
120000,0.05646017380058765,0.0007160339235488864
125000,0.055677279084920886,0.00043252459572705454
130000,0.05543736144900322,0.000623627283969126
135000,0.05550075061619282,0.0010164709690927102
140000,0.05701948292553425,0.0007967028616979782
145000,0.05583325251936912,0.0009333284140847195
150000,0.05674076937139035,0.0006786100969791054
155000,0.057496856153011325,0.0011937655116339072
160000,0.0537448026239872,0.0007010664721667525
165000,0.0557414710521698,0.0005680349565497832
170000,0.054375797137618066,0.000894051001678633
175000,0.056691869720816614,0.001316631794678344
180000,0.05568377338349819,0.0007714477191681648
185000,0.05503446124494076,0.000924369760287334
190000,0.05469248704612255,0.0007768879401286499
195000,0.058106626570224765,0.0010997302015645686
200000,0.05917570143938065,0.0009279842093065481
