index,mmd_score,std
1000,1.46133496761322,0.007073667671178764
6000,1.137599515914917,0.006623703573590678
11000,1.1947195172309877,0.007227682892499756
16000,1.113161027431488,0.009603168711428635
21000,1.0908740639686585,0.005703043238147106
26000,1.1173928022384645,0.004053337202198352
31000,1.1136019825935364,0.006845565812501837
36000,1.0774202942848206,0.003620783099542137
41000,1.0924935817718506,0.007261134810153069
46000,1.076857817173004,0.005150614536219542
51000,1.0707183361053467,0.0044886469175994545
56000,1.1168987035751343,0.01042161074469552
61000,1.09502614736557,0.006528285904476078
66000,1.0859563946723938,0.004965547396218168
71000,1.079408049583435,0.005774369530495267
76000,1.1132026791572571,0.006523788377471486
81000,1.0457237720489505,0.004584880050277817
86000,1.0837350964546204,0.005461932524191029
91000,1.0926576375961303,0.005754400554258507
96000,1.067007100582123,0.006911255234993808
101000,1.1011544823646546,0.005819226230675424
106000,1.065345060825348,0.008814598582127759
111000,1.0770745396614074,0.006686900613886861
116000,1.0804194808006289,0.009208667630788508
121000,1.1029538631439209,0.0069770005644970035
126000,1.0475736141204834,0.007444355194716264
131000,1.0488650441169738,0.004787093824136945
136000,1.0652700662612915,0.007006782407786349
141000,1.0507993817329406,0.008497669445780025
146000,1.055496609210968,0.009045457865079034
151000,1.0583688259124755,0.0053762520057768545
156000,1.028967297077179,0.006667055792332052
161000,1.0461253523826601,0.004864703455679303
166000,1.0530831456184386,0.00678871934514666
171000,1.0463170766830443,0.003830096128161679
176000,1.0600974559783936,0.00686374965884465
181000,1.0870917558670044,0.007423923380953134
186000,1.065875768661499,0.008575827722825186
191000,1.036790132522583,0.006522205166245812
196000,1.0314690470695496,0.006468693804834383
