index,l1_loss,d_recon,d_fake,d_real,gp_r,gp_h,loss1,loss2,z_e_l2,z_r_l2,var_loss
0,79.00627136230469,-0.1108294203877449,-0.16340923309326172,-24.66496276855469,3.1663112640380864,5.474328517913818,139.74868774414062,-15.703556060791016,5.307553768157959,55.16062545776367,0.8560731410980225
1,63.6373291015625,7.5808305740356445,6.440816402435303,-35.59807586669922,3.1136929988861084,4.500135898590088,249.86373901367188,-28.527719497680664,116.43704223632812,83.81099700927734,0.2838248312473297
2,54.2407455444336,-3.3394281864166264,-2.79382586479187,-47.90756225585938,0.6389519572257996,3.556402921676636,145.05332946777344,-54.25580978393555,27.17203521728516,57.50728988647461,0.3998205363750458
3,58.38912582397461,-0.5911785960197449,-8.164496421813965,-59.86465454101562,0.10184765607118608,0.056805141270160675,309.8954162597656,-82.85124969482422,184.35850524902344,58.3921127319336,7.597790718078612
4,56.916481018066406,-13.73243522644043,-13.108247756958008,-67.22577667236328,1.9693530797958372,4.371321678161621,164.58717346191406,-99.12833404541016,25.279449462890625,55.55056381225586,0.3761137127876282
5,43.838050842285156,-17.37672996520996,-16.015632629394528,-70.03940582275389,0.4766033589839935,0.12806463241577148,148.44895935058594,-110.86835479736328,15.526169776916506,55.69237518310547,0.6805885434150696
6,33.11117172241211,-10.027095794677734,-14.301815032958984,-78.65669250488281,3.59309458732605,8.216655731201174,178.60894775390625,-113.94741821289062,49.43834686279297,71.73050689697266,0.1410917043685913
7,29.92294502258301,1.5326994657516482,-10.660277366638184,-78.8045654296875,1.0364267826080322,1.5868188142776491,245.0123291015625,-96.24195098876952,93.0053253173828,112.95648956298828,0.5377508401870728
8,32.546390533447266,7.909775257110597,4.2943172454833975,-83.67569732666016,0.1197456195950508,0.9382236003875732,205.2724151611328,-91.86687469482422,87.61687469482422,97.31324005126952,0.4476919770240784
9,37.74518203735352,3.562110424041748,2.651681661605835,-92.59980010986328,0.4378789663314819,1.0463340282440186,182.800537109375,-107.21630859375,90.56599426269531,60.70315933227539,0.3233788013458252
10,41.89508819580078,-7.940542221069336,-7.821307182312013,-105.6849365234375,0.38252827525138855,1.2703962326049805,161.70620727539062,-144.20318603515625,43.38204574584961,60.66722106933594,0.17231738567352295
11,34.060325622558594,-19.842815399169922,-31.70074462890625,-118.5634307861328,1.6231322288513184,2.1078128814697266,181.50950622558597,-181.23406982421875,34.39736175537109,61.508262634277344,0.3185541033744812
12,33.77255249023437,-25.0162410736084,-29.691280364990234,-122.89715576171876,1.2020745277404783,0.7683686017990112,190.20529174804688,-200.0468292236328,33.017074584960945,68.70815277099611,0.3831770122051239
13,33.77255249023437,-25.0162410736084,-29.691280364990234,-136.42111206054688,13.969806671142578,2.405657291412353,190.20529174804688,-218.8133087158203,33.017074584960945,68.70815277099611,0.2859560251235962
14,32.662036895751946,-42.87157440185547,-51.55259704589844,-153.8953857421875,2.7743089199066158,6.744031429290772,258.16708374023443,-247.07943725585938,60.52322387695313,70.55765533447266,0.15149429440498352
15,19.926189422607425,-19.89314079284668,-39.851810455322266,-121.6240234375,14.370595932006836,10.721017837524414,258.992919921875,-193.9834747314453,94.86785125732422,84.45391082763672,0.016204055398702618
16,22.670026779174805,-14.228322982788086,-34.59780502319336,-159.99777221679688,8.769866943359375,11.675155639648438,303.7275390625,-200.4001922607422,127.7014389038086,104.5299301147461,0.8919971585273743
17,17.336641311645508,31.681007385253906,-26.30290031433105,-150.89869689941406,5.404274940490723,0.4854306876659393,201.99432373046875,-173.00355529785156,109.5845718383789,80.45121002197266,0.05673568695783615
18,17.929584503173828,20.8474063873291,-13.871301651000975,-99.47579956054688,2.368342638015747,0.6297184228897095,192.35543823242188,-153.23526000976562,93.4148941040039,87.987060546875,0.2451875656843185
19,19.613332748413086,-0.2532097697257996,-45.96658706665039,-150.83297729492188,2.6621413230896,2.5734925270080566,210.7133331298828,-181.62521362304688,69.97808837890625,74.90211486816406,0.08783657848834991
20,19.83341217041016,33.321304321289055,-41.05823516845703,-160.15237426757812,2.888953447341919,2.473260402679444,154.06448364257812,-184.4869079589844,61.96446228027344,64.52968597412111,0.19739337265491488
21,20.77556800842285,31.210960388183594,-49.51777648925781,-168.69554138183594,10.33481502532959,2.615234375,163.29786682128906,-191.53955078125,57.9058837890625,66.30960083007811,0.15645989775657654
22,21.2274169921875,10.753164291381836,-54.20840454101562,-184.28033447265625,2.2642498016357417,4.315155029296875,200.6406097412109,-241.9746398925781,67.62999725341797,68.32795715332031,0.1125440001487732
23,19.480812072753906,-4.248010158538818,-62.04844284057617,-190.15304565429688,21.235336303710934,17.489944458007812,250.35223388671875,-231.46807861328125,95.83411407470705,68.74085998535156,0.012041304260492323
24,19.219955444335934,10.128697395324707,-53.6817626953125,-197.3744201660156,13.39785099029541,8.719032287597656,258.50372314453125,-239.0281982421875,126.26402282714844,69.4666748046875,0.1618555337190628
25,17.667129516601562,22.61599540710449,-35.262168884277344,-190.1435546875,8.22383975982666,3.4925074577331543,255.82391357421875,-204.90452575683597,149.06417846679688,76.4464340209961,0.2034616619348526
26,17.113826751708984,39.39333724975586,-23.76371192932129,-154.75643920898438,8.22383975982666,3.4925074577331543,201.381103515625,-204.90452575683597,127.72702026367188,72.16986846923828,0.10391473770141603
27,19.140907287597656,53.89144515991211,-28.30129623413086,-219.11083984375,14.731802940368652,7.0547194480896,133.062744140625,-178.89842224121094,72.00318908691406,67.50879669189453,0.10146506130695344
28,24.15814781188965,43.29600143432617,-15.350231170654295,-207.81678771972656,10.759580612182617,15.962027549743652,100.05178833007812,-200.5196228027344,42.360538482666016,61.47887802124024,0.1595277339220047
29,22.841251373291016,10.125133514404297,-23.832820892333984,-177.55955505371094,8.994767189025879,13.193568229675293,138.85690307617188,-225.3087158203125,34.569198608398445,67.73876953125,0.1863740086555481
30,18.22781562805176,-10.11265754699707,-37.75410079956055,-224.94088745117188,7.206515312194824,5.308275699615479,182.66387939453125,-303.8700256347656,46.11558151245117,70.4537124633789,0.08039550483226776
31,12.738309860229492,-20.48824691772461,-74.96769714355469,-189.9025115966797,33.96282196044922,23.72998809814453,248.03114318847656,-236.73663330078125,68.40135192871094,71.43553161621094,0.02845065668225288
32,14.669178009033205,1.2585728168487549,-73.36558532714844,-182.41537475585938,9.0551176071167,36.06653213500977,259.27828979492193,-239.15643310546875,98.54020690917969,73.96189880371094,0.051886163651943214
33,15.197399139404295,11.55195140838623,-57.85619354248047,-98.4076690673828,19.45662498474121,22.11486053466797,256.7426147460937,-164.322021484375,114.14469146728516,81.09629821777344,0.05454840511083603
34,10.688318252563477,10.341960906982422,-63.99404525756836,-143.3773651123047,13.229326248168945,23.25920295715332,278.21121215820307,-166.81748962402344,122.57717895507812,91.29361724853516,0.08750978857278824
35,13.544183731079102,52.47487258911133,-66.29843139648439,-196.5537414550781,19.50303268432617,11.870809555053713,213.7076416015625,-155.72946166992188,107.04159545898438,79.2983169555664,0.041214942932128906
36,13.830118179321287,94.70571899414062,-74.02515411376953,-240.00851440429688,22.58899688720703,1.1369324922561646,152.35134887695312,-181.88790893554688,92.06480407714844,67.13699340820311,0.02236402034759521
37,17.929227828979492,91.75023651123048,-40.991249084472656,-231.1234893798828,4.922311305999756,2.003700494766236,114.4753189086914,-213.29605102539062,81.77558898925781,65.52948760986328,0.056794501841068275
38,20.46663475036621,56.4211311340332,-41.52760314941406,-249.31674194335938,23.87268257141113,15.823055267333984,158.37844848632812,-253.04769897460938,80.45953369140625,72.34580993652344,0.042490214109420776
39,19.984249114990234,6.863051891326903,-62.95846557617188,-263.01495361328125,25.10162734985352,19.413455963134766,238.6083984375,-292.8330078125,87.00996398925781,75.51876068115234,0.033243726938962936
40,19.984249114990234,6.863051891326903,-62.95846557617188,-282.78240966796875,21.154216766357425,38.55497360229492,238.6083984375,-357.0005187988281,87.00996398925781,75.51876068115234,0.009581342339515686
41,20.89530372619629,-57.01784896850586,-74.34806823730469,-293.2995300292969,14.601807594299315,34.20140838623047,343.62359619140625,-396.6387634277344,117.99083709716795,73.3715591430664,0.04800555109977722
42,18.964744567871094,-52.60917663574219,-97.27589416503906,-294.9683532714844,17.14095687866211,10.05705738067627,363.2014465332031,-365.8406066894531,117.25650787353516,77.09513092041016,0.046466745436191566
43,17.925081253051758,-1.16334068775177,-78.36404418945312,-292.4932556152344,50.45135498046875,32.504188537597656,282.0916442871094,-349.7704772949219,104.67749786376952,79.96168518066406,0.019005579873919487
