index,l1_loss,d_recon,d_fake,d_real,gp_r,gp_h,loss1,loss2,z_e_l2,z_r_l2,w_dist
0,79.00627136230469,-0.1108294203877449,-0.16340923309326172,-24.665023803710938,3.1663107872009277,5.474366664886475,139.74868774414062,-15.703514099121094,5.307553768157959,55.16062545776367,278.91326904296875
1,63.6148796081543,7.542824745178223,6.4407806396484375,-35.596214294433594,3.113586902618408,4.513917446136475,167.0503387451172,-28.53642463684082,54.244773864746094,63.17428207397461,279.1504821777344
2,53.840057373046875,-3.3360772132873535,-4.226326942443848,-47.991943359375,1.0454658269882202,3.3818044662475586,137.40013122558594,-55.45814895629883,16.985017776489258,59.01264572143555,242.85006713867188
3,55.95637512207031,2.3291096687316895,-5.558717727661133,-58.33629608154297,0.38051021099090576,0.04272047057747841,155.37661743164062,-74.68570709228516,39.36199188232422,56.828636169433594,193.51483154296875
4,50.4580192565918,-9.49032211303711,-11.60263729095459,-65.60065460205078,1.4384651184082031,4.249238967895508,175.3138885498047,-92.97047424316406,41.86265182495117,61.90025329589844,209.69297790527344
5,45.30381393432617,-10.224576950073242,-10.97523307800293,-67.00475311279297,0.2733728587627411,0.04496841877698898,179.1463165283203,-98.68498229980469,47.441871643066406,65.20082092285156,160.23133850097656
6,41.123531341552734,-0.10458281636238098,2.2660624980926514,-80.07655334472656,1.3284635543823242,0.37982669472694397,181.19635009765625,-96.76197814941406,66.95393371582031,75.2803726196289,213.09170532226562
7,34.14799118041992,10.805829048156738,16.056842803955078,-83.71269989013672,0.13301120698451996,0.8235374689102173,129.9068145751953,-79.93499755859375,54.26934814453125,68.35214233398438,165.6728057861328
8,33.01448059082031,8.86379337310791,9.703632354736328,-85.75218200683594,0.49677416682243347,4.8018317222595215,142.77496337890625,-89.57561492919922,52.497650146484375,75.83025360107422,149.94509887695312
9,26.785966873168945,-3.305180072784424,-7.125696659088135,-87.12612915039062,3.8528594970703125,2.476120948791504,192.24432373046875,-116.381103515625,72.20344543457031,82.82403564453125,246.9013214111328
10,31.129127502441406,-13.063508033752441,-12.636414527893066,-101.68009948730469,3.1114771366119385,3.253899097442627,170.219970703125,-142.07940673828125,52.60661697387695,60.784297943115234,108.83467102050781
11,22.028167724609375,-2.1704485416412354,-18.05028533935547,-110.26943969726562,1.9823095798492432,4.611536026000977,170.90048217773438,-141.8385772705078,58.33414840698242,70.31743621826172,133.4492950439453
12,22.611948013305664,4.76831579208374,-15.928558349609375,-109.69474029541016,0.9070478677749634,0.19756686687469482,220.03485107421875,-152.6205596923828,82.9743423461914,103.28831481933594,157.47882080078125
13,22.611948013305664,4.76831579208374,-15.928558349609375,-124.21609497070312,6.875256538391113,2.345019817352295,220.03485107421875,-184.12606811523438,82.9743423461914,103.28831481933594,19.03013801574707
14,34.76677703857422,-36.12199783325195,-43.10008239746094,-137.62066650390625,4.648636817932129,16.259387969970703,328.1768798828125,-200.21339416503906,105.9157943725586,108.27220916748047,199.05545043945312
15,22.654788970947266,-23.339046478271484,-47.58924102783203,-144.65304565429688,5.986742973327637,6.855680465698242,297.17864990234375,-210.4759063720703,101.29469299316406,102.3008804321289,153.96542358398438
16,29.002273559570312,-18.412490844726562,-47.03465270996094,-158.21823120117188,5.795011520385742,4.047180652618408,292.5596923828125,-229.32574462890625,107.20592498779297,90.90435028076172,191.94216918945312
17,20.994075775146484,-19.516021728515625,-44.34358215332031,-165.02508544921875,5.393614768981934,5.814064979553223,252.5020751953125,-232.15528869628906,74.16922760009766,93.47916412353516,175.22377014160156
18,26.724075317382812,-30.881980895996094,-39.457515716552734,-173.0808563232422,4.781628131866455,3.3650496006011963,282.12030029296875,-247.69044494628906,94.94796752929688,90.10877227783203,161.5982666015625
19,18.75094223022461,6.535491943359375,-28.146533966064453,-169.7880096435547,4.29158878326416,0.5442917943000793,186.2080078125,-227.05015563964844,60.429752349853516,85.4162826538086,137.352294921875
20,19.844446182250977,-7.828216075897217,-42.06776428222656,-173.652587890625,9.478679656982422,4.29135799407959,225.20994567871094,-221.4675750732422,69.67781066894531,85.79170227050781,147.72634887695312
21,20.419363021850586,0.319610595703125,15.295234680175781,-175.9302978515625,5.822997093200684,12.335442543029785,133.96116638183594,-166.08038330078125,55.80461502075195,73.35203552246094,155.44532775878906
22,18.166196823120117,15.813787460327148,-29.93280029296875,-161.0559539794922,5.3944807052612305,12.745906829833984,166.34893798828125,-199.5842742919922,57.251853942871094,76.81187438964844,172.3154754638672
23,17.942888259887695,-29.72122573852539,-51.23577880859375,-189.67413330078125,32.727447509765625,19.78097915649414,236.71746826171875,-220.05270385742188,59.56539535522461,78.25218200683594,132.15191650390625
24,18.158367156982422,16.599445343017578,-51.23393630981445,-180.3961181640625,5.238166809082031,11.502620697021484,202.90960693359375,-227.22683715820312,66.2702865600586,83.8464584350586,164.16885375976562
25,16.67509651184082,10.722831726074219,-65.67564392089844,-207.56948852539062,8.934229850769043,12.568075180053711,234.8292236328125,-245.11155700683594,75.48613739013672,87.7151870727539,202.32899475097656
26,15.131001472473145,38.648292541503906,-65.58486938476562,-180.6759490966797,8.934229850769043,12.568075180053711,189.75631713867188,-245.11155700683594,67.09966278076172,80.58906555175781,155.05593872070312
27,17.81720733642578,44.20068359375,-71.28057861328125,-218.14100646972656,2.328472137451172,12.776960372924805,171.23744201660156,-242.73150634765625,47.31521224975586,79.02513122558594,134.92369079589844
28,18.617935180664062,25.607690811157227,-59.647911071777344,-199.78970336914062,40.01617431640625,15.40938949584961,188.25946044921875,-208.37344360351562,37.3209228515625,98.28038024902344,129.3144989013672
29,20.115236282348633,-15.274085998535156,-42.97838592529297,-221.72723388671875,6.451181411743164,9.188253402709961,226.33311462402344,-243.50433349609375,60.29289245605469,87.67251586914062,122.45807647705078
30,17.561166763305664,-0.6997165679931641,-32.059322357177734,-230.32626342773438,12.53446102142334,17.441730499267578,218.39801025390625,-245.35267639160156,65.96360778808594,102.11419677734375,126.49629211425781
31,15.333959579467773,-9.938282012939453,-69.5096206665039,-237.60150146484375,31.282865524291992,13.79779052734375,281.60174560546875,-265.8485412597656,74.36967468261719,112.4501953125,115.7939224243164
32,14.063058853149414,24.968759536743164,-46.18492889404297,-204.7869873046875,18.564838409423828,16.4383602142334,253.6868133544922,-279.0877990722656,108.83702087402344,109.57057189941406,171.11904907226562
33,14.937235832214355,-27.8737735748291,-79.06090545654297,-257.34136962890625,47.19181823730469,28.37876319885254,316.59356689453125,-234.36390686035156,98.05034637451172,96.67131042480469,218.12049865722656
34,12.75338077545166,13.094148635864258,-37.01335906982422,-237.69720458984375,39.25235366821289,18.345088958740234,215.14385986328125,-226.108154296875,86.3922119140625,92.07904815673828,100.01025390625
35,13.063912391662598,-10.27510929107666,-77.70965576171875,-192.27865600585938,35.59379196166992,24.66497039794922,324.0184020996094,-242.96893310546875,112.75855255126953,110.211181640625,82.7721939086914
36,13.20346736907959,-8.580402374267578,-66.62438201904297,-238.580078125,39.927181243896484,40.74726104736328,262.2095947265625,-259.8935852050781,82.96537780761719,90.83597564697266,100.07989501953125
37,10.809727668762207,-21.581165313720703,-70.59326934814453,-226.6089324951172,35.743247985839844,36.33241271972656,290.9852600097656,-285.62042236328125,94.51728057861328,93.48382568359375,121.23626708984375
38,11.34519100189209,-62.83850860595703,-73.73252868652344,-192.05807495117188,29.885066986083984,47.424503326416016,301.1072998046875,-234.23312377929688,75.26317596435547,77.92787170410156,132.63710021972656
39,11.730262756347656,-52.57701110839844,-59.11354446411133,-271.3221435546875,32.722923278808594,40.14167785644531,290.1925354003906,-324.41912841796875,78.8677749633789,87.90393829345703,70.9847412109375
40,11.730262756347656,-52.57701110839844,-59.11354446411133,-260.6518249511719,29.17435073852539,66.60491943359375,290.1925354003906,-342.4950866699219,78.8677749633789,87.90393829345703,18.322744369506836
41,13.97079086303711,-64.76599884033203,-102.29377746582031,-193.6029815673828,22.55018424987793,53.722869873046875,405.722412109375,-281.3995666503906,104.90684509277344,119.78497314453125,141.7706298828125
42,15.297454833984375,-62.80923843383789,-110.260986328125,-119.68013000488281,40.87420654296875,32.81023025512695,435.8404235839844,-226.06813049316406,111.1791763305664,136.2935791015625,140.11380004882812
43,12.422660827636719,-62.43506622314453,-125.6806411743164,-319.143310546875,63.29975128173828,15.284120559692383,423.8841247558594,-348.55010986328125,105.69405364990234,117.65170288085938,250.20689392089844
44,12.951580047607422,-16.129880905151367,-68.3936767578125,-216.02386474609375,63.95167541503906,32.19668960571289,278.9904479980469,-266.8302917480469,96.56340789794922,84.95191192626953,143.90147399902344
45,12.684374809265137,-19.94481658935547,-81.679443359375,-282.6976318359375,13.003875732421875,32.37895202636719,249.50930786132812,-353.78521728515625,62.61912536621094,72.58153533935547,104.9218978881836
46,15.265033721923828,-44.90727615356445,-101.82365417480469,-336.6473388671875,50.740779876708984,3.3544392585754395,301.3134765625,-385.81756591796875,72.49781036376953,66.81968688964844,110.46269226074219
47,18.066892623901367,-51.09775161743164,-66.5656509399414,-185.1193084716797,31.995031356811523,16.99869155883789,285.2960205078125,-284.5665283203125,72.73776245117188,76.82796478271484,126.11734008789062
48,16.086122512817383,-88.92184448242188,-110.83283996582031,-354.4662780761719,67.94807434082031,34.018150329589844,411.8187255859375,-429.9037780761719,116.77381896972656,79.20409393310547,228.3679656982422
49,14.79467487335205,-57.63958740234375,-84.49671936035156,-270.0023498535156,55.36045455932617,45.83501434326172,310.6451416015625,-354.079833984375,72.88436889648438,80.82979583740234,163.1540985107422
50,16.60260009765625,-46.38258743286133,-105.09344482421875,-337.5101318359375,24.007369995117188,43.775299072265625,310.5028991699219,-398.8529968261719,65.95198822021484,76.4722900390625,94.3183364868164
51,15.499961853027344,-8.527839660644531,-125.34889221191406,-288.9178466796875,25.765918731689453,39.70720672607422,324.60107421875,-434.4686279296875,71.59689331054688,103.62751770019531,113.66566467285156
52,14.386707305908203,-26.425968170166016,-119.23236083984375,-384.04693603515625,47.65839385986328,23.743133544921875,328.7265930175781,-389.111083984375,70.38963317871094,98.29193115234375,85.64535522460938
53,14.259939193725586,41.48295593261719,-111.85597229003906,-386.228515625,47.65839385986328,23.743133544921875,243.81976318359375,-389.111083984375,71.14762878417969,88.03919219970703,179.10397338867188
54,14.9005708694458,89.58473205566406,-81.24507141113281,-234.1509246826172,32.689231872558594,24.462203979492188,175.6104278564453,-333.0572509765625,75.70635223388672,93.3431625366211,196.3087158203125
55,16.384170532226562,-44.818363189697266,-119.08757781982422,-365.36981201171875,72.9576416015625,47.1182861328125,337.0558776855469,-355.8118896484375,70.79717254638672,85.96858978271484,110.75663757324219
56,17.450353622436523,-41.88726806640625,-102.48493957519531,-303.03704833984375,27.226329803466797,52.11114501953125,334.72900390625,-425.1584777832031,85.57672119140625,87.3297119140625,97.86367797851562
57,17.39964485168457,-84.60647583007812,-119.85802459716797,-299.1602783203125,44.55626678466797,50.62036895751953,400.3372802734375,-382.38641357421875,85.99064636230469,92.48247528076172,123.06925964355469
58,19.58917999267578,-79.15194702148438,-159.5330352783203,-252.6826171875,4.574100494384766,32.05359649658203,469.02935791015625,-433.317626953125,97.02411651611328,113.73107147216797,122.48384857177734
59,19.110980987548828,-109.34446716308594,-157.29884338378906,-414.15301513671875,23.146953582763672,24.653825759887695,472.2666015625,-384.75164794921875,80.96514892578125,105.54718780517578,125.48501586914062
60,18.081382751464844,72.65370178222656,-13.486419677734375,-193.85516357421875,40.974571228027344,56.091346740722656,147.6600341796875,-412.793701171875,96.74591064453125,92.00003051757812,89.87422943115234
61,16.388187408447266,-73.3345947265625,-125.07705688476562,-80.53050994873047,35.7624397277832,16.057138442993164,402.6424255371094,-229.6903076171875,86.19648742675781,101.64608764648438,135.22396850585938
62,14.946706771850586,-32.692012786865234,-115.83599853515625,-284.22705078125,39.483848571777344,50.220829010009766,346.7480773925781,-234.33261108398438,88.63056182861328,94.64279174804688,99.52445983886719
63,16.830568313598633,53.689064025878906,-64.63229370117188,-333.9718322753906,51.95795440673828,23.091859817504883,231.93096923828125,-224.62652587890625,117.69647216796875,86.46068572998047,81.46914672851562
64,14.459169387817383,97.80120849609375,-61.81114959716797,-390.56243896484375,15.239815711975098,4.963753700256348,149.94920349121094,-368.6126708984375,63.09946060180664,108.38063049316406,124.0780258178711
65,16.93182945251465,57.758968353271484,-28.210865020751953,-337.29205322265625,26.935606002807617,13.684701919555664,196.55992126464844,-353.5828857421875,79.0506591796875,130.1255340576172,112.1871109008789
66,16.721824645996094,10.20205020904541,-63.170814514160156,-298.96246337890625,88.69355010986328,22.681568145751953,260.3797302246094,-289.4404602050781,95.70535278320312,94.98379516601562,105.3577880859375
67,16.721824645996094,10.20205020904541,-63.170814514160156,-345.7165222167969,41.964630126953125,48.45967102050781,260.3797302246094,-431.17205810546875,95.70535278320312,94.98379516601562,64.1587142944336
68,11.447032928466797,25.070491790771484,-80.25083923339844,-290.8707275390625,32.594600677490234,29.36444854736328,229.2569580078125,-350.48712158203125,60.08219909667969,102.54737091064453,95.35182189941406
69,10.836851119995117,-0.33142614364624023,-98.53590393066406,-334.2583923339844,63.51448059082031,23.892574310302734,315.52374267578125,-308.13720703125,100.65047454833984,105.1690673828125,121.21458435058594
70,12.549779891967773,60.54833984375,-81.66485595703125,-306.99639892578125,43.18687438964844,26.57464027404785,237.56314086914062,-267.14971923828125,107.02505493164062,96.87179565429688,99.43651580810547
71,15.874594688415527,75.92573547363281,-18.08046531677246,-300.96600341796875,27.437969207763672,25.121402740478516,112.04319763183594,-234.90765380859375,69.57471466064453,84.43916320800781,80.92647552490234
72,21.038843154907227,82.51111602783203,-52.542510986328125,-242.9464111328125,19.98549461364746,40.03497314453125,184.21014404296875,-188.16188049316406,77.3228988647461,115.81700134277344,131.32228088378906
73,20.837684631347656,49.98173522949219,-73.68644714355469,-347.250244140625,33.730079650878906,33.245277404785156,282.1331787109375,-332.6317138671875,123.54907989501953,114.04169464111328,232.87417602539062
74,21.433744430541992,46.25826644897461,-107.19024658203125,-289.30023193359375,88.52336120605469,41.541282653808594,282.17913818359375,-257.7665710449219,105.43855285644531,94.3748550415039,130.22244262695312
75,25.348371505737305,30.344648361206055,-105.13184356689453,-388.71478271484375,29.379104614257812,35.55451965332031,305.9710388183594,-424.99725341796875,107.59477233886719,98.2406997680664,98.40872192382812
76,24.880889892578125,-13.814555168151855,-127.79997253417969,-415.9228515625,60.65959167480469,62.81193542480469,378.4811096191406,-400.41522216796875,107.6064682006836,104.37921142578125,84.37681579589844
77,19.331083297729492,61.66566467285156,-92.46499633789062,-413.0718994140625,76.18335723876953,19.906768798828125,275.2037048339844,-419.1432189941406,110.44244384765625,114.63084411621094,147.41851806640625
