0,1
-4.640779,-25.458664
12.762404,-19.02018
-2.7069752,-19.091372
10.347357,3.2906902
-24.477146,0.95796007
3.7340033,-16.407341
23.398178,-17.34484
10.8913555,13.635222
-7.742497,-15.224933
0.8969296,-10.431467
-7.42277,18.349787
30.294304,-12.614402
-15.926304,-2.1260986
-21.057283,-11.472977
13.274758,16.574963
10.815164,19.88057
14.796761,16.897728
-24.596638,11.719907
-18.709837,-20.005558
-22.262365,-10.800768
-19.604471,-21.211042
-23.743193,-2.539054
6.9035134,19.036343
-16.697914,21.524372
-8.020254,-4.539512
22.90962,-14.458401
-21.768126,-5.376919
-14.305704,-15.941962
-12.875998,22.5823
-24.811535,6.8186255
-7.4810433,20.27632
28.9694,-10.896624
15.813202,25.776491
12.970994,18.735138
14.012359,14.875673
6.918481,5.7847548
8.945698,-19.818026
-10.024209,23.187689
-6.1334534,18.236324
21.110695,-11.995663
-5.1339207,-13.229735
-19.241272,-16.334425
22.72943,-16.141975
-21.986544,11.381686
9.709819,10.971637
-27.43927,5.563812
-5.673907,-19.051208
-11.500632,9.347111
-0.8771804,-5.852218
-2.6871374,7.3712068
0.18881625,-13.891199
-15.556968,9.720194
-6.034045,-18.269827
-3.7837641,13.747574
10.281912,-0.83817905
14.751931,-11.776431
23.098156,-3.6621845
-10.442278,-13.832731
15.227932,3.1595254
17.51014,24.115728
12.341693,15.64943
-19.443636,1.1045882
-17.496532,-4.2437673
-15.393775,12.011736
-14.443193,-25.241625
-23.061808,4.282459
-24.056139,2.9473972
-20.262075,0.0779454
0.7752948,-4.4167676
-12.578533,5.5310736
-3.1873457,-1.4992682
-7.3138685,4.2072945
3.7950342,12.253571
15.906933,-1.673131
-21.383884,10.032159
28.320375,-10.918414
-8.468793,-12.73386
25.970318,-8.89433
18.648424,14.567093
-2.69099,-19.984346
15.127872,13.250889
22.958185,25.636473
-12.053812,-17.421747
12.664733,21.40268
25.066095,-11.070651
-5.161393,-17.599792
24.172699,26.620518
25.373331,27.410494
-2.8110673,-2.5729082
-4.7895093,-22.949705
18.902914,-13.6060505
9.393701,10.972624
12.9831085,10.985001
28.919487,-8.665106
-10.438197,17.568222
20.736301,-16.50567
-9.215826,3.1142678
23.917545,-13.219792
-8.648918,-25.416996
16.333672,10.601662
2.6997278,-19.189734
13.421965,-18.912018
-6.4824133,-22.456272
-12.705468,0.7500395
3.8876715,4.063992
-24.956568,11.557425
-9.281201,-2.5845227
8.8398075,18.741112
13.152035,8.995973
25.492,28.556305
-17.10325,17.25171
-10.607339,12.938217
-9.689523,14.80597
18.889164,8.535245
-22.712221,-8.434437
-9.23998,12.87359
-21.168777,-7.503386
21.075834,2.497299
13.100721,5.523512
3.0865192,10.109554
4.4786677,-13.229239
15.359084,-10.941801
-23.1064,6.534
24.082182,-5.347222
5.048416,-15.29648
19.060057,13.033727
13.157716,-19.321526
16.081142,-11.40465
-10.154637,-16.124807
-6.4636974,-27.266806
30.22736,-6.821158
-7.5428286,21.851555
-10.396771,15.179723
-7.837053,-22.904997
8.517122,20.998116
-16.666409,-23.868914
23.8188,28.090652
-15.0057335,20.038607
19.441767,-14.99733
-9.603854,-0.7514769
-6.190488,-26.320375
-0.61103004,-5.84017
4.719923,17.62438
9.188296,-8.347544
-3.9306905,-11.405694
-19.071686,-15.754454
-7.8177643,0.26399228
10.527092,8.314102
2.2058668,15.041544
-13.610747,-12.901317
12.3476925,18.51729
-10.442277,-13.832729
8.732337,8.430028
13.627366,-16.563654
-14.426593,20.431587
-20.718815,-1.8649118
2.8904188,2.935545
22.26742,26.06642
-9.551391,23.35779
-13.319743,20.51046
-13.94257,-22.359295
1.4918128,12.99123
-3.0702536,5.4685884
9.644826,15.909182
16.50117,9.027864
16.143932,15.757054
-27.277496,5.0011406
-13.518401,-17.058014
24.756302,27.256268
-14.796634,-15.621623
-6.0919986,18.049822
-5.5024724,20.370306
2.245327,8.665255
-4.324914,8.718813
-2.5354617,6.4483156
9.640969,16.13296
15.639192,8.046326
3.7950332,12.253574
-7.2338524,23.302002
-20.879679,-8.837464
0.6669987,10.3393545
24.908651,28.952904
-8.901398,-12.646922
-26.090622,-1.3488364
18.723255,-7.19827
0.5963378,5.2997174
15.246769,-12.108936
-20.269732,-1.7112738
3.0446188,-22.691616
-23.513927,4.7438474
29.133093,-10.399307
20.629011,-16.884655
16.932373,27.820257
-17.751322,-21.960096
24.921297,-10.78678
10.467425,4.261518
-23.104448,6.7492647
-3.5276115,-26.112413
-3.7498837,6.9998174
7.014031,18.825808
22.139114,23.17756
25.312002,26.267336
17.689833,23.833096
-15.556969,9.720196
-16.351616,-22.45075
5.218532,16.07356
-2.2077901,-9.462699
-3.8429382,13.673589
-5.182015,1.0699302
20.080095,9.260325
7.9115,-7.519846
0.2824154,11.63998
0.4334986,-4.1020207
-8.648918,-25.416996
11.625802,6.007036
-20.615343,-12.908076
-10.438196,17.568216
13.290052,26.203083
-21.904198,1.7432692
