d_real_loss,d_recon,d_fake,err_enc
-6.790934037326224e-09,3.890303190701161e-09,2.8387716621836034e-09,0.08040276914834976
-4.1560714869604e-09,3.2523290727226595e-09,2.4675437249044307e-09,0.06830431520938873
-3.1437425995761714e-09,2.765968343254599e-09,2.5510864531952393e-09,0.1121615469455719
-3.133377557418271e-09,2.4103425921850885e-09,1.8885806252200155e-09,0.0735657662153244
-2.5746389464842423e-09,2.1856405574283144e-09,1.9919683680313938e-09,0.06814081966876984
-2.576019841882271e-09,1.9615638002790092e-09,1.7417777220529729e-09,0.07743918150663376
-1.528586146548605e-09,1.6393446600204697e-09,1.2610732458284701e-09,0.062200069427490234
-1.8591956862934467e-09,1.5848037326904318e-09,1.2224700141061362e-09,0.07536904513835907
-1.2733543108822687e-09,1.2123194670365933e-09,1.2983333297356126e-09,0.06909581273794174
-1.3006031807094587e-09,1.1397356391995572e-09,9.633895903249368e-10,0.16610299050807953
-2.0809542977673345e-09,1.2849337149845041e-09,9.836607084423576e-10,0.06588910520076752
-1.120676662580422e-09,1.0963745467051922e-09,9.515866983278443e-10,0.07258719205856323
-9.335567874302342e-10,1.014136996602133e-09,6.984730571701903e-10,0.07017610222101212
-6.498234728091745e-10,6.284421871782797e-10,8.251283545313015e-10,0.08320613205432892
-8.816979368830857e-10,5.551009651938443e-10,6.095623450441678e-10,0.08429907262325287
-9.038744197553683e-10,6.835569887897464e-10,4.72295702547143e-10,0.09186232835054398
-5.973065375641795e-10,4.749459159292257e-10,4.836448463940712e-10,0.0702984482049942
-9.66736024565762e-10,5.031681737932558e-10,4.6561618449736386e-10,0.07849247753620148
-4.4138245836045087e-10,3.3997002435448564e-10,3.52886553312004e-10,0.10335683822631836
-4.547139054178473e-10,3.8744071839680316e-10,2.992491809905573e-10,0.08765736222267151
-3.352833566339086e-10,3.163693196306383e-10,3.35309613408441e-10,0.06582686305046082
-2.9045846283715093e-10,2.7977553607172467e-10,2.3277213490047188e-10,0.07101801037788391
-2.4194218850581706e-10,3.0716770793581816e-10,2.45310660673681e-10,0.08540976047515869
-2.2536847388288095e-10,2.274934407520135e-10,2.1361906687999976e-10,0.09472274035215378
-3.319098329512826e-10,2.5355467725418634e-10,2.253916359107322e-10,0.07236116379499435
-2.1560785101737423e-10,1.7790777184778506e-10,1.720677766936518e-10,0.0764770656824112
-1.760331880262811e-10,1.6729970186979415e-10,1.3916975905026163e-10,0.0794137492775917
-1.4431586481400416e-10,1.5978052214649097e-10,1.4006842907754447e-10,0.12608887255191803
-1.61422583633275e-10,1.4536544190590917e-10,1.235081065198429e-10,0.08587002754211426
-1.7569976029641055e-10,1.5409822029521791e-10,1.095414522978011e-10,0.10603588819503784
-1.4217887978063004e-10,1.5025629351850256e-10,1.3692412481614014e-10,0.10707058757543564
-1.2060119569667904e-10,1.4555726068898878e-10,8.649150146089468e-11,0.07378576695919037
-9.49782683057343e-11,1.1753847894979685e-10,9.313749077533018e-11,0.07025787979364395
-7.416377928448625e-11,7.218049075108368e-11,1.1077616601795626e-10,0.08514368534088135
-8.023254283173742e-11,6.646702632728818e-11,6.561733101317913e-11,0.08148135989904404
-6.025058230108016e-11,6.382748496402968e-11,5.5377029350989204e-11,0.07139527052640915
-8.256582917365307e-11,5.965103411220696e-11,6.360383747461285e-11,0.10411477088928223
-6.782993611231802e-11,5.0529767869900155e-11,5.2633231106824496e-11,0.10160651803016663
-1.1016264289676059e-10,6.753771153444887e-11,5.0710539933884746e-11,0.0782473087310791
-5.287145374288649e-11,6.08851996597437e-11,4.0966445513657135e-11,0.06932573020458221
-8.255659350586697e-11,5.061480401469254e-11,3.5045587959414704e-11,0.12030842900276184
-7.263276091684645e-11,6.177041517174686e-11,4.1266288997032774e-11,0.06626342236995697
-4.044979282080696e-11,4.2758765278483324e-11,2.869565522700679e-11,0.07772926986217499
-3.6885931808949834e-11,4.399699354840081e-11,2.629259830688735e-11,0.06517507880926132
-5.3041192965563866e-11,3.682685753569892e-11,2.969125639795678e-11,0.0729149729013443
-4.788890811679991e-11,4.632658145986568e-11,2.3111929037256118e-11,0.10924839973449707
-3.176921573033731e-11,3.086248964723204e-11,2.1275627093420013e-11,0.07329747825860977
-2.5397649261460487e-11,2.3710059957049445e-11,2.0637193343109317e-11,0.0939156785607338
-2.093256817881084e-11,3.209766133438485e-11,2.0591027147243146e-11,0.07562818378210068
-2.2781698402751793e-11,1.8828782283319967e-11,1.6550571677043102e-11,0.0601424016058445
-1.7567204635415834e-11,2.1084847409702512e-11,2.0588508328756028e-11,0.07527083158493042
-3.158937000868889e-11,2.3223842987585286e-11,1.469777598239741e-11,0.07552230358123779
-3.045099242204863e-11,1.9228302977625233e-11,1.575693221733676e-11,0.07534598559141159
-1.5892382895787982e-11,2.413416341773278e-11,1.201254980903732e-11,0.09303270280361176
-1.8374256977038428e-11,1.8087000647204476e-11,1.2532370974316365e-11,0.07131604105234146
-1.5617651269450583e-11,1.9019705949085974e-11,1.1419689846525749e-11,0.061863817274570465
-1.4600175235468527e-11,1.773651017722422e-11,1.0962838276062925e-11,0.08141101151704788
-1.440334830571377e-11,9.144253063086971e-12,9.067417823527268e-12,0.07511661946773529
-3.131339978978964e-11,2.0991330201836078e-11,8.420548980314635e-12,0.0924462378025055
-1.9968747141940746e-11,1.750388722854268e-11,1.1052367354658088e-11,0.06769946962594986
-1.9456557892594262e-11,1.5904805250599452e-11,8.278135121830843e-12,0.06777100265026093
-2.9826772995900086e-11,1.2802345121520897e-11,8.955235858421062e-12,0.0876854658126831
-8.41225960418468e-12,7.843978938604224e-12,6.760401266570071e-12,0.08901039510965347
-9.036952609842164e-12,7.842787183576228e-12,6.638847024204031e-12,0.0834016352891922
-1.0043443507412597e-11,8.304932262725995e-12,6.634941727978738e-12,0.09101776778697968
-5.914801200906927e-12,7.794780446102045e-12,6.056875053589428e-12,0.06733064353466034
-5.953990338952719e-12,6.556968076137926e-12,7.568694802839726e-12,0.07672557234764099
-5.916561511554175e-12,6.9371656856442865e-12,5.220068301226011e-12,0.09237155318260193
-6.953112998558941e-12,6.249611071706962e-12,5.530814955329033e-12,0.07305383682250977
-9.866928454838053e-12,5.9947476670207944e-12,5.481710571575427e-12,0.11588411778211594
-9.183679858248972e-12,5.324612278867491e-12,6.548065908940082e-12,0.07380741089582443
-7.617986970409607e-12,5.990501497632472e-12,4.556466749044974e-12,0.07091404497623444
-5.3989243631313855e-12,5.199232971236922e-12,4.335470350780302e-12,0.08065513521432877
-4.0223870241551385e-12,5.538699273527348e-12,4.2225454903455084e-12,0.08062547445297241
-5.095272294364239e-12,7.1109884473841145e-12,6.588215216429827e-12,0.07176632434129715
-4.552369332194717e-12,4.407536835504544e-12,3.999705948387611e-12,0.120246522128582
-7.2288494634698e-12,4.635146433340509e-12,3.726763255634813e-12,0.09434524178504944
-5.013897283467905e-12,4.573190350715128e-12,3.532166529748859e-12,0.08641023933887482
-3.7392818875991995e-12,4.433338245124485e-12,3.9335336203538684e-12,0.1067563071846962
-3.752421984248855e-12,4.351531288082633e-12,3.697892686505e-12,0.08790825307369232
-4.052362612139149e-12,4.046573406218945e-12,2.8505704741110804e-12,0.0840771421790123
-4.567220733553423e-12,3.791468007607879e-12,2.871777468604897e-12,0.10941500961780548
-5.511446767719752e-12,5.838165020866093e-12,3.5873873316383253e-12,0.0721428245306015
-5.898915904356539e-12,3.95801100228077e-12,2.7472780994575174e-12,0.08410806208848953
-1.5866604904934967e-11,4.83266551776218e-12,2.647014118312141e-12,0.07129853218793869
-3.80035846542226e-12,3.3543289673643173e-12,3.907164088795545e-12,0.11445293575525284
-3.4031575300852435e-12,4.359874440640343e-12,2.6604107371958063e-12,0.09202836453914642
-2.8474054711291608e-12,2.656906595774333e-12,2.8746907198423655e-12,0.08782251179218292
-3.5486542090262807e-12,4.517410751025963e-12,3.1935001518212935e-12,0.06870371848344803
-2.890231890623207e-12,4.018732395472124e-12,4.00992520438459e-12,0.09073177725076675
-4.77584465030656e-12,6.4076851463701345e-12,3.461724613559869e-12,0.0678226426243782
-5.639048256123047e-12,2.6684960664768997e-12,2.9025284779826688e-12,0.0777641013264656
-1.5760483196292085e-11,5.0877787226288884e-12,2.182114948803826e-12,0.0780256912112236
-4.819338938338857e-12,4.89071977360922e-12,3.385327174837416e-12,0.05624544993042946
-4.480171875848038e-12,4.103191744708745e-12,2.485756392389682e-12,0.06476222723722458
-4.796727685191238e-12,3.0529719377558884e-12,2.0610236607654375e-12,0.08096711337566376
-2.6539890077281747e-12,2.187738922312943e-12,2.5504242814888833e-12,0.08317505568265915
-2.9102414922377307e-12,1.9011680250924368e-12,2.776675374002724e-12,0.12036625295877457
-5.1922641533530545e-12,5.91535631241924e-12,2.225125682667195e-12,0.08915141224861145
-2.4807161533302313e-12,2.971610370966493e-12,2.0249847805520194e-12,0.09563548862934113
-3.3650981307031813e-12,2.8505531268763207e-12,1.8599666078145116e-12,0.1192905604839325
-5.115204267103213e-12,3.6001462228041348e-12,2.1220690135659304e-12,0.0787229984998703
-2.4093090803672945e-12,2.614508219297984e-12,2.336010291453805e-12,0.06090720370411873
-6.309139842508582e-12,3.4494323630090973e-12,1.812324379110719e-12,0.09172862768173218
-3.700651764193541e-12,2.3258972872697292e-12,1.717605224715868e-12,0.07296855747699738
-2.686589232331338e-12,2.362867280308878e-12,1.9430173615886392e-12,0.08159796893596649
-3.631011290250452e-12,2.365587977240513e-12,2.0632761991989934e-12,0.07560945302248001
-2.1169945137178292e-12,2.399075296061204e-12,2.22412539774286e-12,0.06629791855812073
-1.9040892994259817e-12,1.8714162164368275e-12,1.932826511688579e-12,0.09151656925678253
-2.3077466587001494e-12,2.014234265490522e-12,1.6503486945096402e-12,0.06936001777648926
-5.543986710682125e-12,3.677251645545221e-12,1.9536928498598005e-12,0.07825489342212677
-5.161858353947002e-12,3.1022343981862432e-12,1.5162752780781275e-12,0.07969245314598083
-6.06225963525886e-12,3.905601536624559e-12,1.679501373044734e-12,0.07394913583993912
-1.7013476131394478e-12,1.70170886930332e-12,1.57085629226561e-12,0.07842188328504562
-3.2068529689371905e-12,4.222147804988641e-12,1.667820612519244e-12,0.0672355443239212
-2.753961555329587e-12,2.217434786136452e-12,1.892727077498768e-12,0.057781632989645004
-3.644881271802625e-12,2.0849387754456883e-12,1.8407061899011756e-12,0.0866093561053276
-1.6734927246048192e-12,2.318134399714733e-12,1.5592152135396331e-12,0.05711362883448601
-1.687371488194589e-12,1.4547675130510695e-12,1.3431152891263398e-12,0.08742780983448029
-2.139817403129518e-12,2.1454541702242702e-12,1.5621876622157194e-12,0.07318295538425446
-6.037267907821331e-12,2.770844968399966e-12,1.3568078952030938e-12,0.09753651916980743
-2.045608691117473e-12,1.6238836447399208e-12,1.3055462743868929e-12,0.08169823884963989
-1.3755272962323595e-12,2.0715432407641954e-12,1.5185985064933294e-12,0.07204438745975494
-1.862570427751953e-12,1.6587963641567782e-12,1.6762402013301148e-12,0.07551796734333038
-1.4407127834487055e-12,1.2829563800220711e-12,1.3864354542897361e-12,0.09250111877918243
-1.5847743039740236e-12,1.365673524787725e-12,1.5113619990930749e-12,0.07172694802284241
-4.421448016739271e-12,2.136321935325425e-12,1.244046857716563e-12,0.10044456273317337
-1.6891053443088277e-12,1.4989157918338103e-12,1.6550666002632108e-12,0.08941017091274261
-1.7916755318952982e-12,1.6680758337106472e-12,1.3573308059108835e-12,0.07004175335168839
-1.4005723664167746e-12,1.5962680396247597e-12,1.3011334631246596e-12,0.08255761861801147
-1.4762121646610948e-12,1.4436201799944426e-12,1.3320954582451972e-12,0.0629345178604126
-1.4059578154479446e-12,2.5907555181031716e-12,1.3563100295654884e-12,0.0597776398062706
-2.3127339886935827e-12,1.1631458600100397e-12,1.8123920333262822e-12,0.07680976390838623
-1.5469747878527063e-12,1.2511010023114055e-12,1.135446229226511e-12,0.0685734823346138
-2.3446962687384554e-12,1.9816717711229614e-12,1.166801464475009e-12,0.11318255960941315
-2.8727614904966448e-12,2.1037230117648686e-12,1.4823459300317143e-12,0.05917150527238846
-2.499656297921815e-12,2.0815250564854004e-12,1.3771614057467296e-12,0.06466106325387955
-3.3213481877986117e-12,1.5514502660005092e-12,1.0655987810886947e-12,0.0830986499786377
-1.3572549117588095e-12,1.4289387815363819e-12,1.1070927161127564e-12,0.09223257005214691
-1.4180396223570368e-12,1.3705567713725997e-12,1.0559133862414471e-12,0.07281403243541718
-2.3321613737414815e-12,2.7457582648521273e-12,1.0395366208462709e-12,0.06744152307510376
-1.5339759627461258e-12,1.257426237785686e-12,1.209421777136066e-12,0.08116081357002258
-4.0539429452257636e-12,2.3373837587659096e-12,1.0544037431364783e-12,0.07454745471477509
-2.7650642192567076e-12,1.3609984450199675e-12,1.1180330749746559e-12,0.07043448835611343
-1.7014496365638787e-12,1.1793650908295539e-12,1.0688117058066382e-12,0.056579820811748505
-3.930654413064616e-12,1.368964295221653e-12,1.459561204536497e-12,0.08797623962163925
-2.174965069157153e-12,1.3859645852862257e-12,9.820067935900623e-13,0.0863502100110054
-2.1633244241120453e-12,1.952869506730015e-12,1.5901224564504601e-12,0.08612345159053802
-1.4148176987610617e-12,1.1822936293176545e-12,1.1122976454822076e-12,0.11782585084438324
-1.6721623001189623e-12,1.893569719427224e-12,9.983157963494582e-13,0.07752162963151932
-2.065856600369509e-12,1.0952592999213806e-12,1.1515773144094021e-12,0.06690611690282822
-1.0923587338493301e-12,1.3166750675863703e-12,1.433084553803532e-12,0.07941810041666031
-1.9506432059890333e-12,1.884256639606008e-12,1.0492557343810827e-12,0.06801221519708633
-1.042037007896457e-12,1.2740735116228974e-12,9.397860094295662e-13,0.06047509238123894
-4.668740654495407e-12,1.7158332046851577e-12,9.646864470441718e-13,0.10014951974153519
-9.54393682139898e-12,2.109639503020122e-12,1.1910169031570383e-12,0.07449714839458466
-2.391242369045865e-12,1.3101835154988306e-12,1.2327694203992379e-12,0.08849237859249115
-1.0199573390740069e-12,9.722344457285814e-13,1.1321394126004303e-12,0.09147264808416367
-1.1374724946666692e-12,1.208129733407115e-12,8.399950656920452e-13,0.06832287460565567
-1.1923539412761475e-12,1.3467667736230537e-12,1.0227932866965772e-12,0.06225872412323952
-2.4015925966652807e-12,1.1563050864027424e-12,1.106518956323077e-12,0.10000291466712952
-1.4819393542170323e-12,1.5811674886068161e-12,9.68276565697923e-13,0.0828876942396164
-2.378183153878277e-12,2.4506442881933044e-12,9.393808430777084e-13,0.09995144605636597
-1.0056454367163292e-12,9.489753817829016e-13,1.1444549734979104e-12,0.07401610910892487
-1.4551001462775881e-12,1.2557076689220792e-12,1.6381834040332666e-12,0.09079644829034805
-1.0971878787457978e-12,1.1580066332922412e-12,1.0154511780047226e-12,0.07272888720035553
-1.6485258253970403e-12,1.182727418606866e-12,8.804575449793128e-13,0.09846238046884537
-1.3363983314071404e-12,1.2338771497588663e-12,1.5738445702934145e-12,0.08216232061386108
-2.4504467465574775e-12,1.2079492137453962e-12,1.2087201899102507e-12,0.06783042848110199
-4.295026573980509e-12,1.0644187354441614e-12,8.47422988985852e-13,0.08563486486673355
-1.1359273981506601e-12,9.124973996896268e-13,7.718288898631021e-13,0.08446111530065536
-1.1427772790562063e-12,1.1308026997419729e-12,1.0267306753061756e-12,0.07931099832057953
-3.673477320942364e-12,1.5554137838824644e-12,9.689345679964045e-13,0.07959721237421036
-1.7047155787680568e-12,1.4879116818841687e-12,1.1740849178293322e-12,0.0743221864104271
-9.824112010003994e-13,9.771270164521395e-13,1.0531116994075274e-12,0.08332490175962448
-1.6050260079336631e-12,1.5307700853423034e-12,1.0122592868089253e-12,0.0646861121058464
-2.735036155887549e-12,1.6459750229458336e-12,1.0895632269677935e-12,0.07180991023778915
-1.5193423776038717e-12,2.7857592534846765e-12,8.023708650620187e-13,0.09993983805179596
-3.290836787100959e-12,1.5324733669552781e-12,8.766847924696064e-13,0.0880497395992279
-9.2942634925125e-13,7.835130114153266e-13,8.996437492539422e-13,0.06842959672212601
-9.12991687460063e-13,7.754824885540523e-13,8.219123623885716e-13,0.07729297131299973
-8.756025418610314e-13,8.278709206881174e-13,9.264627910329781e-13,0.09130045771598816
-8.740373876048313e-13,1.0675189031361665e-12,8.37400624103396e-13,0.08126231282949448
-8.610136800583923e-13,1.3401207227259349e-12,7.838425546656536e-13,0.08619237691164017
-1.0946770833547559e-12,1.190616724135174e-12,7.682708635936564e-13,0.07984475046396255
-1.0540147313969905e-12,9.030534024560832e-13,8.250249441954516e-13,0.10142502933740616
-2.1951821870674904e-12,1.5727083264166497e-12,9.34346350289772e-13,0.08282172679901123
-1.0735816532644882e-12,1.8096434723988142e-12,8.243862406956404e-13,0.06524897366762161
-1.2370763051092193e-12,1.0355551052082523e-12,6.787936098623382e-13,0.07284362614154816
-9.224344378611082e-13,1.4716759711916327e-12,7.405822374621784e-13,0.08561893552541733
-1.1755479402408842e-12,8.42225540611391e-13,7.465657866218001e-13,0.07194630801677704
-8.669601495037149e-13,6.962553363715207e-13,7.691331837915427e-13,0.06561420112848282
-6.7508516138348185e-12,1.2759170889969917e-12,1.1920427752526441e-12,0.08180492371320724
-8.590335474206734e-13,9.39138957573027e-13,6.975585473828483e-13,0.06332162767648697
-8.444868068724354e-13,7.576896467013927e-13,8.326738821021196e-13,0.07147020101547241
-8.577766860522196e-13,8.704173991812281e-13,6.881412757328564e-13,0.06601831316947937
-7.923534875095561e-13,9.029423801536207e-13,9.110936831369099e-13,0.06584161520004272
-1.1066130650716488e-12,9.853376795043722e-13,7.257663437246209e-13,0.07976803183555603
-2.5689585007870885e-12,1.3626924024942588e-12,1.1584598298003401e-12,0.08322198688983917
-7.92784186822576e-13,7.672653202887847e-13,7.099244694712403e-13,0.06250574439764023
-1.14870873230144e-12,7.469668872155111e-13,6.646581614082325e-13,0.09911920130252838
-1.6575642768079657e-12,1.0777599515968128e-12,6.532919821430894e-13,0.07668497413396835
-9.822659179092863e-13,1.0496644786001097e-12,7.584413782776855e-13,0.07733894139528275
-6.533209303410947e-13,8.171496790852772e-13,7.43521021660809e-13,0.06624195724725723
-1.1201647248659796e-12,1.0546643853387438e-12,6.210913944607044e-13,0.0657578781247139
-1.0949582169780814e-12,1.4271899634321628e-12,7.836191548080129e-13,0.07658503949642181
-8.140366635975282e-13,9.545866701266004e-13,7.135292248543201e-13,0.06572160124778748
-2.0201553103949e-12,2.0884054034719934e-12,6.203583653718869e-13,0.07675129175186157
-1.2727440629189957e-12,7.199313844727384e-13,9.249649657316894e-13,0.076438307762146
-7.343653679950379e-13,7.079628766906709e-13,6.901091568860263e-13,0.08515743166208267
-1.1031210667145075e-12,8.470083900750935e-13,6.655222705397035e-13,0.07516663521528244
-7.614729159721723e-13,8.841837852158196e-13,8.822443643696776e-13,0.06306339800357819
-1.0549541925794492e-12,1.0530964121568953e-12,6.787438991927297e-13,0.07655727863311768
-3.016908554573372e-12,2.167386279131045e-12,1.1667962603045812e-12,0.08174438029527664
-1.6651523909727572e-12,1.1809986582428378e-12,6.545814237868264e-13,0.0721723884344101
-6.662280319438829e-13,7.870444747315464e-13,6.089707731138372e-13,0.06545394659042358
-1.1769820144544307e-12,9.929600544578143e-13,7.542800477093603e-13,0.07668925076723099
-1.3030440441930136e-12,8.120244927856124e-13,6.251932023297602e-13,0.08782956004142761
-8.843374166636608e-13,9.152602720857717e-13,6.11638127298586e-13,0.08010534197092056
-7.250612870518536e-13,6.657534224428774e-13,6.64625635343058e-13,0.06633846461772919
-6.30003861579187e-13,9.327497541705698e-13,6.034127190968075e-13,0.08154609799385071
-7.485903715485909e-13,6.333130634500472e-13,7.598318675638982e-13,0.06232621520757675
-8.70724011555607e-13,8.65252856342702e-13,7.88084658295829e-13,0.07428911328315735
-1.5882577371340023e-12,8.579718966533756e-13,7.73012730215239e-13,0.07186225056648254
-6.919556073958777e-13,8.928052524712071e-13,5.88303060780615e-13,0.07344747334718704
-1.972642535430502e-12,1.4414751944163973e-12,7.217155475677806e-13,0.09271988272666931
-7.310315547348623e-13,8.107403637325206e-13,5.784535177244532e-13,0.06514891237020493
-1.1517579424913382e-12,1.121215750451987e-12,5.647030152516885e-13,0.08700211346149445
-7.419576563381935e-13,9.571074401776292e-13,7.598878123959985e-13,0.06901831179857254
-7.711907284643771e-13,7.574183251077282e-13,6.166546223304592e-13,0.06169244647026062
-6.67043785658461e-13,8.104208493522891e-13,5.572657678191983e-13,0.07769450545310974
-2.5930312584632187e-12,1.638672162372623e-12,6.923896677356323e-13,0.09634849429130554
-2.2371037314283804e-12,1.3002940738027213e-12,6.080914309418428e-13,0.08074518293142319
-1.037529654204783e-12,7.923031805287528e-13,6.145183103697938e-13,0.06918182969093323
-2.7038922316424685e-12,2.0031738854481285e-12,5.573931073643568e-13,0.0901784747838974
-1.143365133474128e-12,8.686425060147607e-13,6.236536352448308e-13,0.07692277431488037
-1.0564504999976965e-12,8.716112684034605e-13,8.009654137858258e-13,0.06163422763347626
-7.271274511319592e-13,7.438565280230847e-13,5.584256473033233e-13,0.08070579916238785
-9.574463617767481e-13,8.056259110343633e-13,6.420653396975451e-13,0.05955052375793457
-1.1761837163948297e-12,6.177081415814634e-13,6.78858987253339e-13,0.07732769101858139
-1.0479421150288992e-12,6.893557990064747e-13,5.747615924867056e-13,0.07805424928665161
-7.004299484164589e-13,9.900414906297006e-13,5.371650390120775e-13,0.08520705997943878
-1.2537165316323096e-12,1.2943446228014244e-12,6.436851377432384e-13,0.08247112482786179
