index,mmd_score,std
1,0.1626331627368927,0.0029075329994558557
5,0.12182690054178234,0.003882116081207357
10,0.09261944219470024,0.002618655367531784
15,0.07354818060994148,0.001125419001618503
20,0.06895807087421417,0.0021728963696868338
25,0.05300409570336342,0.0011728283781627664
30,0.035236208140850066,0.0008661167414228737
35,0.030340895615518094,0.0003979136483815103
40,0.02964722067117691,0.0008207904837879815
45,0.026874741353094585,0.0005321696813170573
50,0.02602040432393551,0.00037981177822717256
55,0.02481076773256064,0.00031959528825520426
60,0.026016651839017867,0.00027764669245904783
65,0.024645432457327844,0.00037127543066619423
70,0.025281503424048425,0.0004337719547299994
75,0.02649883311241865,0.00031852331823744846
80,0.027744797803461552,0.00039262042067714085
85,0.025107835978269585,0.00028982011057412813
90,0.025872411951422692,0.0005718129305489253
95,0.02634135149419308,0.000494904276738431
100,0.026401652954518795,0.0005428213242670218
