index,mmd_score,std
1000,1.9423075914382928,0.0
1000,1.9330691099166868,0.0
5000,2.0706222057342534,0.0
5000,2.137774705886841,0.0
10000,1.84036123752594,0.0
15000,1.8972430229187007,0.0
20000,1.8932584524154663,0.0
25000,1.9242013692855835,0.0
25000,1.8842613697052,0.0
30000,1.906831741333008,0.0
35000,1.8405964374542243,0.0
40000,1.9129434823989868,0.0
45000,1.9644560813903809,0.0
50000,1.835376262664795,0.0
55000,1.8649854660034184,0.0
60000,1.8123817443847656,0.0
65000,1.8331878185272217,0.0
70000,1.8703281879425049,0.0
75000,1.8010095357894895,0.0
80000,1.8716604709625244,0.0
85000,1.9184924364089968,0.0
90000,1.8450161218643188,0.0
95000,1.8722126483917243,0.0
100000,1.824166178703308,0.0
105000,1.791554570198059,0.0
110000,1.8519790172576904,0.0
115000,1.8808766603469849,0.0
120000,1.9251048564910889,0.0
125000,1.9221599102020264,0.0
130000,1.8876993656158447,0.0
135000,1.8570287227630613,0.0
140000,1.9479546546936035,0.0
145000,1.8526228666305544,0.0
150000,1.9177730083465576,0.0
155000,1.8612688779830933,0.0
160000,1.8232823610305784,0.0
165000,1.8457176685333248,0.0
170000,1.887346029281616,0.0
175000,1.8670176267623901,0.0
